ग्रहीय,,ग्रह,ीय
हठ,,हठ,
गेबेर,,गेबेर,
हैबाबुल,,हैबाबुल,
ताक़,,ताक़,
वर्गहीन,,वर्गहीन,
स्नेहासिक्त,,स्नेहासिक्त,
जानकारीयुक्त,,जानकारीयुक्त,
वर्जीनिया,,वर्जीनिया,
गवाक्ष,,गवाक्ष,
गहम,,गहम,
मदार,,मदार,
अत्पन्न,,अत्पन्न,
चिडिमार,,चिडिमार,
मिस्त्री,,मिस्त्री,
मिमियान्ना,,मिमियान्ना,
अधिमिर्यों,,अधिमिर्यों,
अनसोचे,,अनसोचा,े
बुज़दील,,बुज़दील,
लेना,,लेना,
कीड़े,,कीड़ा,े
बियाने,,बियाने,
दासा,,दास,ा
कार्यक्षेत्र,,कार्यक्षेत्र,
लाखों,,लाख,ों
गुणसूत्रबिंदुरहित,,गुणसूत्रबिंदुरहित,
जड़ता,,जड़,ता
घिरे,,घिर,े
उलझाने,,उलझा,ने
बीसअ,,बीसअ,
ऊँचे,,ऊँचा,े
ब्रह्मानंद,,ब्रह्मानंद,
शिकार,,शिकार,
वैषम्‍य,,वैषम्‍य,
अतिशीघ्र,,अतिशीघ्र,
बोलियां,,बोली,ियां
गुलमेंहदी,,गुलमेंहदी,
निचला,,निचला,
सहारे,,सहारा,े
बढ़ें,,बढ़,ें
रिकर्डिंग,,रिकर्डिंग,
मारोगे,,मार,ोगे
पड़ोगे,,पड़,ोगे
मनी,,मनी,
देखिएगा,,देख,िएगा
सुगढ़,,सुगढ़,
अबीशू,,अबीशू,
पर्वों,,पर्वों,
करम,,करम,
खिंचना,,खिंच,ना
स्थितीय,,स्थित,ीय
द्रुतगति,,द्रुतगति,
समीपवर्ति,,समीपवर्ति,
चिड़चिड़ापन,,चिड़चिड़ापन,
बेरियों,,बेरि,यों
यहस्रपतियों,,यहस्रपति,यों
बिकना,,बिक,ना
मृतप्राय,,मृतप्राय,
चलाय,,चलाय,
बेतलबाओत,,बेतलबाओत,
रोस्ट,,रोस्ट,
आलपिन,,आलपिन,
शुभाकांक्षी,,शुभाकांक्षी,
अल्या,,अल्या,
हो,,हो,
ऐडमिरल,,ऐडमिरल,
सुपरमार्केट,,सुपरमार्केट,
भीतें,,भीत,ें
भैद,,भैद,
फूड,,फूड,
छत्ता,,छत्ता,
विद्‌यार्थियों,,विद्‌यार्थि,यों
नाटकीकरणअ,,नाटकीकरणअ,
भुकड़,,भुकड़,
चरघातांकी,,चरघातांकी,
छोड़ना,,छोड़,ना
चित्र,,चित्र,
कायर,,कायर,
छुटपुट,,छुटपुट,
धैर्यवान,,धैर्यवान,
भयप्रसारक,,भयप्रसारक,
खिलाता,,खिलाता,
जरायुनाल,,जरायुनाल,
सको,,सको,
स्पाइक,,स्पाइक,
टर्र,,टर्र,
अरण्य,,अरण्य,
उखाड़,,उखाड़,
बेहुदी,,बेहुदी,
किलनी,,किलनी,
लोटना,,लोट,ना
शल्यचिकित्सक,,शल्यचिकित्सक,
जाम,,जाम,
जातिवादियों,,जातिवाद,ियों
प्रतीक्षित,,प्रतीक्षित,
घटिया,,घटिया,
जंतुभीति,,जंतुभीति,
दीपिका,,दीपिका,
लोकअभियोजक,,लोकअभियोजक,
सीधा,,सीधा,
जुडी,,जुड,ी
वज़ीर,,वज़ीर,
मिन्नीत,,मिन्नीत,
उपद्वार,,उपद्वार,
नापसन्द,,नापसन्द,
अपवर्तन,,अपवर्तन,
असमायोजित,,असमायोजित,
पपड़ीदार्,,पपड़ीदार्,
प्रशान्तक,,प्रशान्तक,
अफ़गानीवासी,,अफ़गानीवासी,
प्रदूषण,,प्रदूषण,
गूंजना,,गूंज,ना
सेनाग्र,,सेनाग्र,
सोनको,,सोनक,ो
ओविन,,ओविन,
यूश,,यूश,
केंद्रशासित,,केंद्रशासित,
द्वेषपूर्णता,,द्वेषपूर्ण,ता
अनुयाय,,अनुयाय,
झड़बेरी,,झड़बेरी,
महीनता,,महीन,ता
प्रतिजातीय,,प्रतिजात,ीय
निष्क्रिय,,निष्क्रिय,
डंठी,,डंठी,
ढृढ,,ढृढ,
यूरोप,,यूरोप,
कर्णशुक्ति,,कर्णशुक्ति,
विशेषानुमति,,विशेषानुमति,
मसूढ़े,,मसूढ़ा,े
स्केटर,,स्केटर,
वीज़ा,,वीज़ा,
ऊपरवाला,,ऊपरवाला,
वेल्टी,,वेल्टी,
लेख्य,,लेख्य,
शिङन,,शिङन,
सैरसपाटा,,सैरसपाटा,
वसी,,वसी,
ध्वजपट,,ध्वजपट,
समचार,,समचार,
पिछडना,,पिछड,ना
निजी,,निज,ी
जोधा,,जोधा,
आंफ्ॅअ,,आंफ्ॅअ,
ग्रीस,,ग्रीस,
गैरेज,,गैरेज,
इतराने,,इतराने,
बंधुआई,,बंधुआ,ई
इश्कबाज़,,इश्कबाज़,
म्ँ,,म्ँ,
माहौल,,माहौल,
फुर्राना,,फुर्राना,
मूँद,,मूँद,
हनमेल,,हनमेल,
घृणा,,घृणा,
